image_url,caption_title_and_reference_description,cleaned_caption
https://upload.wikimedia.org/wikipedia/commons/b/b1/Ballot_of_the_Referendum.jpg,"Kizhoor, Puducherry [SEP] ",Kizhoor Puducherry
http://upload.wikimedia.org/wikipedia/commons/2/2f/FVNP_-_MVTU.jpg,Ministry of Higher Education and Science (Denmark) [SEP] The ministry building,Ministry of Higher Education and Science Denmark The ministry building
https://upload.wikimedia.org/wikipedia/commons/2/2d/Muccunti_Mosque_Iscription_%28cropped%29.JPG,"Zamorin of Calicut [SEP] Muccunti Mosque Inscription. Inscription specifically mentions the word ""Punturakkon""",Zamorin of Calicut Muccunti Mosque Inscription Inscription specifically mentions the word Punturakkon
https://upload.wikimedia.org/wikipedia/commons/7/74/Shinjini_kathak_dance_indian_classical_khajuraho_festival.jpg,Khajuraho Dance Festival [SEP] Kathak dance performance,Khajuraho Dance Festival Kathak dance performance
http://upload.wikimedia.org/wikipedia/commons/b/bc/Statue_of_Szajnowicz_Iwanow.JPG,Ivanofeio Sports Arena [SEP] ,Ivanofeio Sports Arena
http://upload.wikimedia.org/wikipedia/commons/0/02/110_E42_jeh.JPG,"Louis Ayres [SEP] Bowery Savings Bank building, designed by Louis Ayres",Louis Ayres Bowery Savings Bank building designed by Louis Ayres
https://upload.wikimedia.org/wikipedia/commons/0/04/Navratilova-PragueOpen2006-05_cropped.jpg,List of I'm a Celebrity...Get Me Out of Here! (British TV series) contestants [SEP] Martina Navratilova came second in series 8,List of Im a CelebrityGet Me Out of Here British TV series contestants Martina Navratilova came second in series 8
https://upload.wikimedia.org/wikipedia/commons/7/75/Antonio_Meucci.jpg,"Culture of Italy [SEP] Antonio Meucci, c.1880, inventor of the first telephone",Culture of Italy Antonio Meucci c1880 inventor of the first telephone
https://upload.wikimedia.org/wikipedia/commons/b/bc/Beno%C3%AEt-Constant_Coquelin_dressed_as_Cyrano_de_Bergerac.jpg,Cyrano de Bergerac [SEP] Actor Benoît-Constant Coquelin as Cyrano de Bergerac.,Cyrano de Bergerac Actor BenotConstant Coquelin as Cyrano de Bergerac
https://upload.wikimedia.org/wikipedia/commons/4/49/Prosartes_hookeri_2699.JPG,List of Liliaceae genera [SEP] Prosartes hookeri,List of Liliaceae genera Prosartes hookeri
https://upload.wikimedia.org/wikipedia/commons/e/e2/De_Graevemolen_Mere_zijaanzicht.jpg,"Mere, Belgium [SEP] ",Mere Belgium
http://upload.wikimedia.org/wikipedia/commons/9/91/Havellaendischer-Grosser-Hauptkanal-bei-Utershorst-08-XI-2007-001.jpg,Havelland Luch [SEP] The Great Havelland Canal north of Nauen,Havelland Luch The Great Havelland Canal north of Nauen
https://upload.wikimedia.org/wikipedia/commons/7/7c/Coenosia.sexmaculata.-.lindsey.jpg,Coenosia [SEP] ,Coenosia
https://upload.wikimedia.org/wikipedia/commons/0/06/Donaciano_Vigil_House%2C_Santa_Fe_NM.jpg,Donaciano Vigil House [SEP] Donaciano Vigil House,Donaciano Vigil House Donaciano Vigil House
https://upload.wikimedia.org/wikipedia/commons/5/5c/Prospect_Heights_Station.jpg,Prospect Heights station [SEP] The Prospect Heights station in November 2016.,Prospect Heights station The Prospect Heights station in November 2016
https://upload.wikimedia.org/wikipedia/commons/b/b2/Denarius_Mark_Anthony-32BC-legIII.jpg,"Legio III Cyrenaica [SEP] Denarius minted by Mark Antony to pay his legions. On the reverse, the aquila of his Third legion.",Legio III Cyrenaica Denarius minted by Mark Antony to pay his legions On the reverse the aquila of his Third legion
https://upload.wikimedia.org/wikipedia/commons/0/0e/Torpedobaad_2._kl._Nr_10_-_Plan.jpg,"List of ships built at John I. Thornycroft & Company, Chiswick [SEP] ",List of ships built at John I Thornycroft Company Chiswick
https://upload.wikimedia.org/wikipedia/commons/5/5c/Map_of_Lviv_Oblast_highlighting_Brody_Raion.png,Brody Raion [SEP] ,Brody Raion
https://upload.wikimedia.org/wikipedia/commons/f/f5/Hult_Postgraduate_Campus_-_London.jpg,Hult International Business School [SEP] Hult's London postgraduate campus is located in the Bloomsbury district.,Hult International Business School Hults London postgraduate campus is located in the Bloomsbury district
https://upload.wikimedia.org/wikipedia/commons/a/a0/Black_Flag_Army_Flag.jpg,Capture of Nam Định (1883) [SEP] ,Capture of Nam nh 1883
https://upload.wikimedia.org/wikipedia/commons/d/d7/Eglise_Saint_Martin%2C_Roubaix.jpg,"List of communes in France with over 20,000 inhabitants [SEP] Roubaix",List of communes in France with over 20000 inhabitants Roubaix
https://upload.wikimedia.org/wikipedia/commons/3/39/Traditional_sasak_weaving.jpg,"Songket [SEP] Sasak traditional Songket, Lombok.",Songket Sasak traditional Songket Lombok
https://upload.wikimedia.org/wikipedia/commons/7/78/%C3%96mer_%C3%87elik_and_Johannes_Hahn.jpg,"Johannes Hahn [SEP] With Turkey's EU Minister Ömer Çelik, July 2017",Johannes Hahn With Turkeys EU Minister mer elik July 2017
https://upload.wikimedia.org/wikipedia/commons/d/d7/ESJ_P%26L_Halls.jpg,Episcopal School of Jacksonville [SEP] ,Episcopal School of Jacksonville
https://upload.wikimedia.org/wikipedia/commons/9/94/Narodniy_artist2.gif,Honorary titles of Russia [SEP] Breast badge of People's Artist of the Russian Federation,Honorary titles of Russia Breast badge of Peoples Artist of the Russian Federation
https://upload.wikimedia.org/wikipedia/commons/1/18/PikiWiki_Israel_597_Yad_Eliahu_Stadium_%D7%90%D7%A6%D7%98%D7%93%D7%99%D7%95%D7%9F_%D7%99%D7%93_%D7%90%D7%9C%D7%99%D7%94%D7%95.JPG,The X Factor Israel (season 1) [SEP] Nokia Arena,The X Factor Israel season 1 Nokia Arena
https://upload.wikimedia.org/wikipedia/commons/7/72/Edward_Czesak_2008.jpg,Edward Czesak [SEP] ,Edward Czesak
https://upload.wikimedia.org/wikipedia/commons/3/3a/Publicit%C3%A9_pour_la_maison_Au_d%C3%A9part%2C_L%27Illustration_1928.jpg,Au Départ [SEP] ,Au Dpart
http://upload.wikimedia.org/wikipedia/commons/2/2a/SE2003Nov23T.png,"Solar eclipse of April 19, 1958 [SEP] ",Solar eclipse of April 19 1958
https://upload.wikimedia.org/wikipedia/commons/5/5b/Ambar%C3%A8s-et-Lagrave_%C3%89glise_Saint-Pierre_01.JPG,Ambarès-et-Lagrave [SEP] ,AmbarsetLagrave
https://upload.wikimedia.org/wikipedia/commons/b/b6/Abolition_of_serfdom_in_Croatia.jpg,Josip Jelačić [SEP] Ban Josip Jelačić's proclamation abolishing serfdom,Josip Jelai Ban Josip Jelais proclamation abolishing serfdom
https://upload.wikimedia.org/wikipedia/commons/a/ac/Queensland_College_of_Art_Sidon_St.JPG,Art school [SEP] Queensland College of Art in Australia.,Art school Queensland College of Art in Australia
https://upload.wikimedia.org/wikipedia/commons/3/3c/Clovelly_Cottage%2C_19_Park_Road_Barnet_EN5_5RY.jpg,"Incident at Clovelly Cottage [SEP] Clovelly Cottage, 2007",Incident at Clovelly Cottage Clovelly Cottage 2007
https://upload.wikimedia.org/wikipedia/commons/7/77/JohannesCorputius.png,Johannes Corputius [SEP] ,Johannes Corputius
https://upload.wikimedia.org/wikipedia/commons/7/76/Cesair_%28folk_band_from_Netherlands%29_2017.png,Cesair [SEP] The band Cesair (Netherlands),Cesair The band Cesair Netherlands
https://upload.wikimedia.org/wikipedia/commons/7/72/GRL_National_Team_2019.jpg,"Rugby League Federation Ghana [SEP] Ghana Rugby League National Team prior to their game V Cameroon at the MEA Championships, Lagos, Nigeria, October 2019",Rugby League Federation Ghana Ghana Rugby League National Team prior to their game V Cameroon at the MEA Championships Lagos Nigeria October 2019
https://upload.wikimedia.org/wikipedia/commons/5/56/JeffGoldblum07TIFF.jpg,Jeff Goldblum [SEP] Goldblum at the 2007 Toronto International Film Festival,Jeff Goldblum Goldblum at the 2007 Toronto International Film Festival
https://upload.wikimedia.org/wikipedia/commons/e/e4/Vrouw_met_falie_-_s0058V1962_-_Van_Gogh_Museum.jpg,List of works by Vincent van Gogh [SEP] ,List of works by Vincent van Gogh
https://upload.wikimedia.org/wikipedia/commons/1/1f/Main_Female_Occupations_in_Pennington_in_1881.png,"Pennington, Cumbria [SEP] ",Pennington Cumbria
https://upload.wikimedia.org/wikipedia/commons/6/67/Ma_-_Puffinus_yelkouan.jpg,List of birds of Cyprus [SEP] Yelkouan shearwater,List of birds of Cyprus Yelkouan shearwater
https://upload.wikimedia.org/wikipedia/commons/2/2b/Lake_Towerrinning.png,Lake Towerrinning [SEP] Lake Towerrinning ca.1909,Lake Towerrinning Lake Towerrinning ca1909
https://upload.wikimedia.org/wikipedia/commons/5/55/Commonwealth_Ave.jpg,"Radial Road 7 [SEP] Commonwealth Avenue, a part of R-7 Road.",Radial Road 7 Commonwealth Avenue a part of R7 Road
https://upload.wikimedia.org/wikipedia/commons/7/75/Portrait_of_Sir_Joseph_William_Bazalgette_%281819-1891%29_Wellcome_M0016460.jpg,"Great Stink [SEP] Bazalgette as the ""Sewer Snake"", Punch, 1883[86]",Great Stink Bazalgette as the Sewer Snake Punch 1883
https://upload.wikimedia.org/wikipedia/commons/f/f2/Del_Valle_Regional_Park_Eagle_Crest_Trail_B.jpg,Del Valle Regional Park [SEP] ,Del Valle Regional Park
https://upload.wikimedia.org/wikipedia/commons/4/4a/Aphid_May_2010-5.jpg,Aphis nerii [SEP] ,Aphis nerii
https://upload.wikimedia.org/wikipedia/commons/c/c3/Kanazuka_20040801.jpg,"Kanazuka Station [SEP] Kanazuka Station, August 2004",Kanazuka Station Kanazuka Station August 2004
https://upload.wikimedia.org/wikipedia/commons/f/f3/ISS030-E-252782.jpg,"List of cities in Wisconsin [SEP] Cities of Wisconsin at night in 2012, as seen through the window of the International Space Station. The partial view of Minneapolis at top however is part of Minnesota.",List of cities in Wisconsin Cities of Wisconsin at night in 2012 as seen through the window of the International Space Station The partial view of Minneapolis at top however is part of Minnesota
https://upload.wikimedia.org/wikipedia/commons/6/63/Butler_County_Pennsylvania_Incorporated_and_Unincorporated_areas_Harmony_Highlighted.svg,"Harmony, Pennsylvania [SEP] Location of Harmony in Butler County, Pennsylvania.",Harmony Pennsylvania Location of Harmony in Butler County Pennsylvania
http://upload.wikimedia.org/wikipedia/commons/5/51/H%C3%A5rlemanska_malmg%C3%A5rden_2009.jpg,Carl Hårleman [SEP] Hårlemanska malmgård in Stockholm,Carl Hrleman Hrlemanska malmgrd in Stockholm
https://upload.wikimedia.org/wikipedia/commons/1/11/Catherine_West_MP_CROP.png,2006 Islington London Borough Council election [SEP] ,2006 Islington London Borough Council election
https://upload.wikimedia.org/wikipedia/commons/6/6f/Busto_de_Sebasti%C3%A1n_Lerdo_de_Tejada.png,Sebastián Lerdo de Tejada [SEP] Sebastián Lerdo de Tejada,Sebastin Lerdo de Tejada Sebastin Lerdo de Tejada
https://upload.wikimedia.org/wikipedia/commons/f/f2/Mo_Xi_liezhuan.jpg,"Mo Xi [SEP] Image of Jie and Mo Xi watching men drinking from the pool of alcohol 酒池, from the Xinkan gu Lienü zhuan 新刊古列女傳 (ca. 1825) edited by Ruan Fu 阮福 (1802-?).",Mo Xi Image of Jie and Mo Xi watching men drinking from the pool of alcohol from the Xinkan gu Lien zhuan ca 1825 edited by Ruan Fu 1802
https://upload.wikimedia.org/wikipedia/commons/b/b8/TheWeddingCakeHouse%2CON-1.JPG,List of historic places in Regional Municipality of York [SEP] ,List of historic places in Regional Municipality of York
https://upload.wikimedia.org/wikipedia/commons/e/ef/Kuhankoski_canal.JPG,Laukaa [SEP] ,Laukaa
https://upload.wikimedia.org/wikipedia/commons/0/0c/Income_inequality_panel_-_v1.png,Economic policy of Donald Trump administration [SEP] Four charts that describe trends in income inequality in the United States.,Economic policy of Donald Trump administration Four charts that describe trends in income inequality in the United States
https://upload.wikimedia.org/wikipedia/commons/6/65/Agri_Nethramba_Temple.jpg,Thandavapura [SEP] Agni Nethramba Temple,Thandavapura Agni Nethramba Temple
https://upload.wikimedia.org/wikipedia/commons/3/38/Casa_de_la_Campana.jpg,Mixcoac [SEP] ,Mixcoac
https://upload.wikimedia.org/wikipedia/commons/9/92/Santana%2C_Arecibo%2C_Puerto_Rico_locator_map.png,"Santana, Arecibo, Puerto Rico [SEP] Location of Santana within the municipality of Arecibo shown in red",Santana Arecibo Puerto Rico Location of Santana within the municipality of Arecibo shown in red
https://upload.wikimedia.org/wikipedia/commons/4/49/Sarajevo_Kaisermoschee.JPG,"Islam in Bosnia and Herzegovina [SEP] The Emperor's Mosque, the oldest mosque built in the Ottoman era in Sarajevo, the capital and largest city of Bosnia and Herzegovina.",Islam in Bosnia and Herzegovina The Emperors Mosque the oldest mosque built in the Ottoman era in Sarajevo the capital and largest city of Bosnia and Herzegovina
https://upload.wikimedia.org/wikipedia/commons/a/a7/Valapattanam_Kerala%2C_India.jpg,Valapattanam [SEP] ,Valapattanam
https://upload.wikimedia.org/wikipedia/commons/3/3d/AldrichMuseumHall.jpg,The Aldrich Contemporary Art Museum [SEP] Interior view of the museum's central hall,The Aldrich Contemporary Art Museum Interior view of the museums central hall
https://upload.wikimedia.org/wikipedia/commons/1/13/Nested_council.png,Participatory politics [SEP] A diagram of the nested council structure.,Participatory politics A diagram of the nested council structure
https://upload.wikimedia.org/wikipedia/commons/f/f5/US_Route_52_Lafayette.png,"Lafayette, Indiana [SEP] Sagamore Parkway (as seen from West Lafayette)",Lafayette Indiana Sagamore Parkway as seen from West Lafayette
https://upload.wikimedia.org/wikipedia/commons/c/c9/Kazan_Ansat_-_100th_anniversary_of_Russian_Air_Force_-02.jpg,Kazan Helicopters [SEP] ,Kazan Helicopters
https://upload.wikimedia.org/wikipedia/commons/2/2e/Tulipa-suaveolens-Ukraine.png,Tulipa schrenkii [SEP] ,Tulipa schrenkii
https://upload.wikimedia.org/wikipedia/commons/5/5a/1513_16th_Street%2C_NW.JPG,"Robert Simpson Woodward [SEP] The Robert Simpson Woodward House in Washington, D.C., a National Historic Landmark",Robert Simpson Woodward The Robert Simpson Woodward House in Washington DC a National Historic Landmark
http://upload.wikimedia.org/wikipedia/commons/2/29/Eldar_Shengelaya_2004.jpg,Eldar Shengelaia [SEP] ,Eldar Shengelaia
https://upload.wikimedia.org/wikipedia/commons/7/73/Anatol_%C8%98alaru.jpg,Ministry of Defense (Moldova) [SEP] ,Ministry of Defense Moldova
https://upload.wikimedia.org/wikipedia/commons/7/74/Mme_Guyon.jpg,1717 [SEP] Jeanne Guyon,1717 Jeanne Guyon
https://upload.wikimedia.org/wikipedia/commons/3/37/Jesse_Eisenberg_by_Gage_Skidmore.jpg,Jesse Eisenberg [SEP] Eisenberg at the 2015 San Diego Comic-Con promoting Batman v Superman: Dawn of Justice,Jesse Eisenberg Eisenberg at the 2015 San Diego ComicCon promoting Batman v Superman Dawn of Justice
https://upload.wikimedia.org/wikipedia/commons/f/fb/Strawhorse.png,"XcodeGhost [SEP] Leaked document from Edward Snowden. ""Strawhorse: Attacking the MacOS and iOS Software Development Kit"".",XcodeGhost Leaked document from Edward Snowden Strawhorse Attacking the MacOS and iOS Software Development Kit
https://upload.wikimedia.org/wikipedia/commons/6/6e/University_of_Portland_entrance_sign.JPG,University of Portland [SEP] Main entrance to the university,University of Portland Main entrance to the university
https://upload.wikimedia.org/wikipedia/commons/f/ff/Deepak0405.jpg,Yadagiri [SEP] Yadgir Railway Station,Yadagiri Yadgir Railway Station
https://upload.wikimedia.org/wikipedia/commons/6/6a/Istanbul_Congress_Center.JPG,"Harbiye, Şişli [SEP] ",Harbiye ili
https://upload.wikimedia.org/wikipedia/commons/5/5b/Plaza_de_Armas_de_Paijan..jpg,List of districts of La Libertad Region [SEP] ,List of districts of La Libertad Region
https://upload.wikimedia.org/wikipedia/commons/c/c6/At_Urma%27s_Book_Launch%2C_Dubai.jpg,"Deeba Salim Irfan [SEP] Urma's Book Launch, Dubai",Deeba Salim Irfan Urmas Book Launch Dubai
https://upload.wikimedia.org/wikipedia/commons/4/41/Boston_Consumptives_Hospital_Boston_MA_03.jpg,Boston Consumptives Hospital [SEP] ,Boston Consumptives Hospital
https://upload.wikimedia.org/wikipedia/commons/3/3b/Schwind_-_Sabina_von_Steinbach.jpg,Freemasonry and women [SEP] The mythical Sabina von Steinbach,Freemasonry and women The mythical Sabina von Steinbach
https://upload.wikimedia.org/wikipedia/commons/2/2f/Joeseph_E._Brennan.jpg,Boston College [SEP] ,Boston College
http://upload.wikimedia.org/wikipedia/commons/c/c7/Cylindera_germanica_head.JPG,Cylindera germanica [SEP] ,Cylindera germanica
https://upload.wikimedia.org/wikipedia/commons/d/dd/2012_Summer_Olympics_Parade_of_Nations.jpg,2012 Summer Olympics Parade of Nations [SEP] The Nations entering the Olympic Stadium,2012 Summer Olympics Parade of Nations The Nations entering the Olympic Stadium
https://upload.wikimedia.org/wikipedia/commons/8/8f/Sadhana_cut.jpg,Sadhana Shivdasani [SEP] Famous Sadhana Cut,Sadhana Shivdasani Famous Sadhana Cut
https://upload.wikimedia.org/wikipedia/commons/3/3d/1s1m.jpg,CTP synthetase [SEP] ,CTP synthetase
http://upload.wikimedia.org/wikipedia/commons/9/9e/%281%29Strickland_House-1.jpg,"Strickland House, Vaucluse [SEP] Strickland House, pictured in July 2012.",Strickland House Vaucluse Strickland House pictured in July 2012
https://upload.wikimedia.org/wikipedia/commons/9/97/Greater_austria.png,"Archduke Franz Ferdinand of Austria [SEP] Map of the federalization of Austria-Hungary planned by Archduke Franz Ferdinand, the member states with separate governments",Archduke Franz Ferdinand of Austria Map of the federalization of AustriaHungary planned by Archduke Franz Ferdinand the member states with separate governments
https://upload.wikimedia.org/wikipedia/commons/5/50/Dianium_16.JPG,Requena Nozal [SEP] ,Requena Nozal
https://upload.wikimedia.org/wikipedia/commons/1/13/Aerail_view_of_Lahaul_valley_in_winter.JPG,Lahaul and Spiti district [SEP] ,Lahaul and Spiti district
https://upload.wikimedia.org/wikipedia/commons/f/f1/Panoramica_del_Coliseo_Romano_Febrero_2016.JPG,Colosseum [SEP] A panorama of the interior of the Colosseum in 2016,Colosseum A panorama of the interior of the Colosseum in 2016
http://upload.wikimedia.org/wikipedia/commons/1/10/Blue_Crucifixes_01.jpg,Treasure Museum of the Basilica of Saint Francis in Assisi [SEP] ,Treasure Museum of the Basilica of Saint Francis in Assisi
https://upload.wikimedia.org/wikipedia/commons/5/5c/Dutch_Painting_in_the_19th_Century_-_De_Bock_-_On_the_Heelsum_Road.png,Théophile de Bock [SEP] ,Thophile de Bock
http://upload.wikimedia.org/wikipedia/commons/2/20/SE1878Jul29T.png,"Solar eclipse of September 12, 1950 [SEP] ",Solar eclipse of September 12 1950
https://upload.wikimedia.org/wikipedia/commons/a/a9/Acetic_acid_pK_dioxane_water.png,Acid dissociation constant [SEP] pKa of acetic acid in dioxane/water mixtures. Data at 25 °C from Pine et al.[44],Acid dissociation constant pKa of acetic acid in dioxanewater mixtures Data at 25 C from Pine et al
https://upload.wikimedia.org/wikipedia/commons/d/db/Saint_joseph_rectory.JPG,"St. Joseph Cathedral (Buffalo, New York) [SEP] ",St Joseph Cathedral Buffalo New York
https://upload.wikimedia.org/wikipedia/commons/3/3e/Ambassador_Kathleen_A._Doherty.jpg,Kathleen A. Doherty [SEP] ,Kathleen A Doherty
https://upload.wikimedia.org/wikipedia/commons/e/ea/Pwllheli_Railway_Station_%2848161312731%29.jpg,"Pwllheli railway station [SEP] Former station building, now used as a cafe and coffee shop (April 2019)",Pwllheli railway station Former station building now used as a cafe and coffee shop April 2019
https://upload.wikimedia.org/wikipedia/commons/4/45/Taieri_River_-_Otago.jpg,"Taieri River [SEP] The Taieri River at Cogans, Otago",Taieri River The Taieri River at Cogans Otago
https://upload.wikimedia.org/wikipedia/commons/9/94/RichmondInternationalRacewayHalfMile1985.jpg,Richmond Raceway [SEP] NASCAR Cup racecars before the start on the 1/2-mile configuration in September 1984,Richmond Raceway NASCAR Cup racecars before the start on the 12mile configuration in September 1984
https://upload.wikimedia.org/wikipedia/commons/6/64/0_Place_Saint-Pierre_-_Vatican_%282%29.JPG,"Headquarters [SEP] St. Peter's Square with the Vatican Obelisk and St. Peter's Basilica, Vatican City",Headquarters St Peters Square with the Vatican Obelisk and St Peters Basilica Vatican City
https://upload.wikimedia.org/wikipedia/commons/e/e1/Mesa-House-Tibshraney_House-2.jpg,"List of historic properties in Mesa, Arizona [SEP] ",List of historic properties in Mesa Arizona
https://upload.wikimedia.org/wikipedia/commons/c/c7/Seal_of_Cleveland%2C_Ohio.png,List of United States county and city insignia [SEP] ,List of United States county and city insignia
https://upload.wikimedia.org/wikipedia/commons/7/73/Alba_Iulia_National_Museum_of_the_Union_2011_-_Native_Ceramics_and_Objects_from_Alba_Iulia_Area%2C_9th-11th_Century_AD.JPG,"Romania in the Early Middle Ages [SEP] 9th-11th-century ceramics and objects from Alba Iulia area, in display at the National Museum of the Union",Romania in the Early Middle Ages 9th11thcentury ceramics and objects from Alba Iulia area in display at the National Museum of the Union
https://upload.wikimedia.org/wikipedia/commons/d/db/Dru_Onyx_vs_Sabu.jpg,Sabu (wrestler) [SEP] Sabu performing the Arabian Clutch on Dru Onyx,Sabu wrestler Sabu performing the Arabian Clutch on Dru Onyx
https://upload.wikimedia.org/wikipedia/commons/8/85/Garden_bench_001.jpg,List of furniture types [SEP] A garden bench,List of furniture types A garden bench
https://upload.wikimedia.org/wikipedia/commons/3/3b/Pseudophilautus_rus_adult_male.jpg,Pseudophilautus rus [SEP] ,Pseudophilautus rus
https://upload.wikimedia.org/wikipedia/commons/0/03/Otter_Point_panorama_north.jpg,"Bald Eagle Peak [SEP] View from Otter Point with Silver Eagle to far left, and Bald Eagle to far right",Bald Eagle Peak View from Otter Point with Silver Eagle to far left and Bald Eagle to far right
https://upload.wikimedia.org/wikipedia/commons/1/1d/JR_East_E657_20110716_Kita-senju.jpg,Tokiwa (train) [SEP] A JR East E657 series EMU,Tokiwa train A JR East E657 series EMU
https://upload.wikimedia.org/wikipedia/commons/6/65/President_Trump_and_the_First_Lady_Visit_with_the_President_of_Turkey_and_Mrs._Emine_Erdogan_%2849060890318%29.jpg,"List of international presidential trips made by Recep Tayyip Erdoğan [SEP] Erdogan with U.S. President Donald Trump in the Oval Office, November 13, 2019",List of international presidential trips made by Recep Tayyip Erdoan Erdogan with US President Donald Trump in the Oval Office November 13 2019
https://upload.wikimedia.org/wikipedia/commons/b/b0/USS_Pigeon_%28ASR-6%29_in_Cam_Ranh_Bay_in_1939.jpg,USS Pigeon (ASR-6) [SEP] ,USS Pigeon ASR6
https://upload.wikimedia.org/wikipedia/commons/3/34/Osaka-subway-T21-Minamimorimachi-station-platform.jpg,Minami-morimachi Station [SEP] The Tanimachi Line platforms,Minamimorimachi Station The Tanimachi Line platforms
https://upload.wikimedia.org/wikipedia/commons/5/53/Manhattan_bound_R143_L_train_at_New_Lots.jpg,L (New York City Subway service) [SEP] Manhattan-bound L train of R143s at New Lots Avenue.,L New York City Subway service Manhattanbound L train of R143s at New Lots Avenue
https://upload.wikimedia.org/wikipedia/commons/9/91/TauroErna.png,Erna Tauro [SEP] Erna Tauro.,Erna Tauro Erna Tauro
https://upload.wikimedia.org/wikipedia/commons/6/6f/Emirates_Park_Zoo%2C_Abu_Dhabi%2C_UAE_%2815603679360%29.jpg,Abu Dhabi Central Capital District [SEP] ,Abu Dhabi Central Capital District
https://upload.wikimedia.org/wikipedia/commons/b/b4/CU_Brackett_Hall_Aug2010.jpg,Campus of Clemson University [SEP] ,Campus of Clemson University
https://upload.wikimedia.org/wikipedia/commons/9/9e/Krystal_Thomas_Fenerbah%C3%A7e_Women%27s_Basketball_vs_Mersin_B%C3%BCy%C3%BCk%C5%9Fehir_Belediyesi_%28women%27s_basketball%29_TWBL_20180121.jpg,Krystal Thomas [SEP] Thomas in 2018,Krystal Thomas Thomas in 2018
https://upload.wikimedia.org/wikipedia/commons/2/23/Darunta_steatite_container.jpg,Indo-Greek art [SEP] ,IndoGreek art
https://upload.wikimedia.org/wikipedia/commons/e/e4/Sattari_Mango.jpg,"Sattari, West Bengal [SEP] ",Sattari West Bengal
https://upload.wikimedia.org/wikipedia/commons/d/d5/Andreabeltrao_tvbrasil.jpg,Andréa Beltrão [SEP] Andréa Beltrão in 2015.,Andra Beltro Andra Beltro in 2015
https://upload.wikimedia.org/wikipedia/commons/1/11/The_Monument%2C_Waterworks_Road%2C_Edgbaston.jpg,Grade II* listed buildings in the West Midlands [SEP] ,Grade II listed buildings in the West Midlands
https://upload.wikimedia.org/wikipedia/commons/6/6f/Spring_Hill_Presbyterian_Church.jpg,"Spring Hill Presbyterian Church [SEP] First Presbyterian Church of Spring Hill, December 2013.",Spring Hill Presbyterian Church First Presbyterian Church of Spring Hill December 2013
https://upload.wikimedia.org/wikipedia/commons/0/00/Alton_Towers_-_Circuit_voitures_pour_enfants.jpg,Alton Towers [SEP] Driving School attraction in Cloud Cuckoo Land,Alton Towers Driving School attraction in Cloud Cuckoo Land
https://upload.wikimedia.org/wikipedia/commons/7/7f/House_at_262-264_Pelham_Street.jpg,House at 262-264 Pelham Street [SEP] ,House at 262264 Pelham Street
https://upload.wikimedia.org/wikipedia/commons/0/06/Mastermystery-1919poster.jpg,Harry Houdini [SEP] ,Harry Houdini
https://upload.wikimedia.org/wikipedia/commons/b/bb/TXMap-doton-Winona.PNG,"Winona, Texas [SEP] Location of Winona, Texas",Winona Texas Location of Winona Texas
https://upload.wikimedia.org/wikipedia/commons/7/78/Cosmopolitan_on_the_Park_from_Tanner_Springs_Park_%282017%29.jpg,"Cosmopolitan on the Park [SEP] Viewed from the south, across Tanner Springs Park, in 2017",Cosmopolitan on the Park Viewed from the south across Tanner Springs Park in 2017
https://upload.wikimedia.org/wikipedia/commons/9/9b/Part_of_Singer_%26_Company%2C_Ltd%2C_Directors%27_Report%2C_31_July_1917.jpg,"Rodolph Fane De Salis [SEP] Part of Singer & Company, Ltd, directors' report, 31 July 1917.",Rodolph Fane De Salis Part of Singer Company Ltd directors report 31 July 1917
https://upload.wikimedia.org/wikipedia/commons/6/65/View_of_Anzac_Cove_-_Gallipoli_Peninsula_-_Dardanelles_-_Turkey_-_01_%285734713946%29.jpg,ANZAC Cove [SEP] ,ANZAC Cove
http://upload.wikimedia.org/wikipedia/commons/e/e0/Map_of_Bolikhamsai_Province%2C_Laos.jpg,Bolikhamsai Province [SEP] Map of Bolikhamsai Province,Bolikhamsai Province Map of Bolikhamsai Province
https://upload.wikimedia.org/wikipedia/commons/1/14/HMS_Dartmouth_%281911%29.jpg,Battle of Durazzo (1915) [SEP] ,Battle of Durazzo 1915
https://upload.wikimedia.org/wikipedia/commons/a/a8/Flower_of_Life_rosette_%28petals_filled%29.svg,"Ringing Cedars' Anastasianism [SEP] Rod's symbol, representing the attunement with the cycles of the Sun, the day and the year.[16]",Ringing Cedars Anastasianism Rods symbol representing the attunement with the cycles of the Sun the day and the year
http://upload.wikimedia.org/wikipedia/commons/b/bc/1990_Dodge_Omni.JPG,Joseph Mitchell Parsons [SEP] A Dodge Omni similar to the one driven by Ernest and stolen by Parsons.[1],Joseph Mitchell Parsons A Dodge Omni similar to the one driven by Ernest and stolen by Parsons
https://upload.wikimedia.org/wikipedia/commons/3/3f/Self-portrait_taken_with_laptop%2C_March%2C_2018.jpg,Steven Pruitt [SEP] Pruitt in 2018,Steven Pruitt Pruitt in 2018
https://upload.wikimedia.org/wikipedia/commons/b/b3/Park_Sang-Won.jpg,Park Sang-won [SEP] Park Sang-won at a royal wedding reenactment for the 2012 event Joseon Reawakens[1],Park Sangwon Park Sangwon at a royal wedding reenactment for the 2012 event Joseon Reawakens
https://upload.wikimedia.org/wikipedia/commons/4/47/Cabinet_con_el_retrato_de_Don_El%C3%ADas_Fern%C3%A1ndez_Albano_%28recorte%29.JPG,List of presidents of Chile [SEP] ,List of presidents of Chile
